Time,m_omega,m_omega_dot,m_omega_dot_dot,m_accel_dot,M_omega,M_omega_dot,M_omega_dot_dot,M_accel_dot,excited?
38.9809,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
38.9834,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
38.9858,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
38.9883,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
38.9907,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
38.9932,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
38.9956,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
38.9981,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0005,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.003,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0054,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0079,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0103,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0128,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0153,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0177,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0202,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0226,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0251,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0275,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.03,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0324,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0349,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0373,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0398,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0422,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0447,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0471,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0496,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0521,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0594,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0619,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0643,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0668,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0692,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0717,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0741,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0766,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.079,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0815,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0839,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0864,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0889,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0913,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0938,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0962,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.0987,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1011,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1036,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.106,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1085,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1109,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1134,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1158,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1183,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1208,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1232,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1257,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1281,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1306,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.133,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1355,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1379,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1404,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1428,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1453,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1477,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1502,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1526,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1551,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1576,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.16,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1625,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1649,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1674,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1723,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1747,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1772,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1796,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1821,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1845,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.187,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1894,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1919,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1944,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1968,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.1993,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2017,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2042,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2066,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2091,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2115,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.214,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2164,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2189,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2213,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2238,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2263,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2287,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2312,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2336,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2361,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2385,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.241,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2434,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2459,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2483,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2508,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2532,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2557,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2581,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2606,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2631,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2655,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.268,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2704,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2729,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2753,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2778,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2802,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2827,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2851,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2876,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.29,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2925,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2949,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2974,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.2999,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3023,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3048,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3072,0.0955128,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3097,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3121,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3146,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.317,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3195,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3219,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3244,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3268,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3293,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3318,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3342,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3367,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3391,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3416,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.344,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3465,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3489,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3514,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3563,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3587,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3612,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3636,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3661,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3686,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.371,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3735,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3759,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3784,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3808,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3833,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3857,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3882,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3906,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3931,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.3955,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.398,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4054,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4078,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4103,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4127,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4152,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4176,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4201,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4225,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.425,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4274,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4299,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4323,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4348,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4373,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4397,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4422,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4446,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4471,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4495,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.452,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4544,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4569,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4593,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4618,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4642,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4667,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4691,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4716,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4741,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4765,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.479,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4814,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4839,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4863,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4937,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4961,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.4986,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.501,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5035,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5059,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5084,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5109,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5133,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5158,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5182,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5207,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5231,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5256,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.528,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5305,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5329,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5354,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5378,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5403,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5428,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5452,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5477,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5501,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5526,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.555,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5575,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5599,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5624,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5648,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5673,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5697,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5722,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5746,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5771,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5796,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.582,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5845,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5869,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5894,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5918,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5943,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5967,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.5992,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6016,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6041,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6065,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.609,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6114,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6139,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6164,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6188,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6213,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6237,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6262,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6286,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6311,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6335,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.636,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6384,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6409,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6433,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6458,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6483,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6507,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6532,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
39.6556,0.0963144,0.00894916,0.0114199,0.101652,1.02583,0.0173965,0.0197198,0.437667,1
